연도,저널 약어,논문 제목,저자,저널 상세,DOI
2011,Micro. Meso. Mater.,Easy Access to Highly Crystalline Mesoporous Transition-Metal Oxides with Controllable Uniform Large Pores by Using Block Copolymers Synthesized via Atom Transfer Radical Polymerization,"J. Hwang, J. Kim, E. Ramasamy, W. Choi, J. Lee",143 (2011) 149-156,https://doi.org/10.1016/j.micromeso.2011.02.021
2011,Environ. Sci. Technol.,Platinized WO3 as an Environmental Photocatalyst that Generates OH Radicals under Visible Light,"J. Kim, W. Choi, Response to Comment on",45 (2011) 3183-3184,https://doi.org/10.1021/es200282p
2011,Environ. Sci. Technol.,Enhanced Redox Conversion of Chromate and Arsenite in Ice,"K. Kim, W. Choi",45 (2011) 2202-2208,https://doi.org/10.1021/es103513u
2011,J. Hazard. Mater.,Selective Photocatalytic Degradation of Aquatic Pollutants by Titania Encapsulated into FAU-type Zeolites,"G. Zhang, W. Choi, S. H. Kim, S. B. Hong",188 (2011) 198-205,https://doi.org/10.1016/j.jhazmat.2011.01.105
2011,Environ. Sci. Technol.,Photocatalytic Oxidation Mechanism of As(III) on TiO2: Unique Role of As(III) as a Charge Recombinant Species,"D. Monllor-Satoca, T. Tachikawa, T. Majima, W. Choi, Response to Comment on",45 (2011) 2030-2031,https://doi.org/10.1021/es1040046
2011,Appl. Catal. B: Environ.,Photocatalytic Hydroxylation of Benzene to Phenol over Titanium Oxide Entrapped into Hydrophobically Modified Siliceous Foam,"G. Zhang, J. Yi, J. Shim, J. Lee, W. Choi",102 (2011) 132-139,https://doi.org/10.1016/j.apcatb.2010.11.034
2010,Environ. Sci. Technol.,Photocatalytic Oxidation Mechanism of As(III) on TiO2: Unique Role of As(III) as a Charge Recombinant Species,"W. Choi, J. Yeo, J. Ryu, T. Tachikawa, T. Majima",44 (2010) 9099-9104,https://doi.org/10.1021/es102507u
2010,Energy Environ. Sci.,Tin-Porphyrin Sensitized TiO2 for the Production of H2 under Visible Light,"W. Kim, T. Tachikawa, T. Majima, C. Li, H.-J. Kim, W. Choi",3 (2010) 1789-1795,https://doi.org/10.1039/c0ee00205d
2010,Chem. Eur. J.,Remarkably Efficient Photocurrent Generation Based on a [60]Fullerene-Triosmium Cluster/Zn-Porphyrin/Boron-Dipyrrin Triad SAM,"C. Y. Lee, J. K. Jang, C. H. Kim, J. Jung, B. K. Park, J. Park, W. Choi, Y.-K. Han, T. Joo, J. T. Park",16 (2010) 5586-5599,https://doi.org/10.1002/chem.201000215
2010,Appl. Catal. B: Environ.,Charge-Transfer Surface Complex of EDTA-TiO2 and Its Effect on Photocatalysis under Visible Light,"G. Kim, W. Choi",100 (2010) 77-83,https://doi.org/10.1016/j.apcatb.2010.07.014
2010,Environ. Sci. Technol.,Chromate-Induced Activation of Hydrogen Peroxide for Oxidative Degradation of Aqueous Organic Pollutants,"A. Bokare, W. Choi",44 (2010) 7232-7237,https://doi.org/10.1021/es903930h
2010,Environ. Sci. Technol.,Platinized WO3 as an Environmental Photocatalyst that Generates OH Radicals under Visible Light,"J. Kim, C. W. Lee, W. Choi",44 (2010) 6849-6854,https://doi.org/10.1021/es101981r
2010,Energy Environ. Sci.,Hydrogen Producing Water Treatment through Solar Photocatalysis,"J. Kim, W. Choi",3 (2010) 1042-1045,https://doi.org/10.1039/c003858j
2010,Environ. Sci. Technol.,Photoreductive Dissolution of Iron Oxides Trapped in Ice and Its Environmental Implications,"K. Kim, W. Choi, M. R. Hoffmann, H.-I. Yoon, B.-K. Park",44 (2010) 4142-4148,https://doi.org/10.1021/es9037808
2010,Thin Solid Film,Photocatalytic Activities of TiO2 Thin Films Prepared on Galvanized Iron Substrate by Plasma Enhanced Atomic Layer Deposition,"C.-S. Lee, J. Kim, G. H. Gu, D,-H. Jo, C. G. Park, W. Choi, H. Kim",518 (2010) 4757-4761,https://doi.org/10.1016/j.tsf.2010.01.015
2010,Res. Chem. Intermed.,Effects of TiO2 Surface Fluorination on Photocatalytic Degradation of Methylene Blue and Humic Acid,"J. Kim, W. Choi, H. Park",36 (2010) 127-140,https://doi.org/10.1007/s11164-010-0123-8
2010,J. Phys. Chem. Lett.,Guanidinium Enhanced Production of Hydrogen on Nafion-Coated Dye/TiO2 under Visible Light,"J. Park, J. Yi, T. Tachikawa, T. Majima, W. Choi",1 (2010) 1351-1355,https://doi.org/10.1021/jz100292v
2010,Chem. Commun.,Organic Dye-Sensitized TiO2 for the Redox Conversion of Water Pollutants under Visible Light,"Y. Park, S.-H. Lee, S. O. Kang, W. Choi",46 (2010) 2477-2479,https://doi.org/10.1039/b924829c
2010,Org. Lett.,Significance of Hydrophilic Characters of Organic Dyes in Visible-Light Hydrogen Generation Based on TiO2,"S.-H. Lee, Y. Park, K.-R. Wee, H.-J. Son, D. W. Cho, C. Pac, W. Choi, S. O. Kang",12 (2010) 460-463,https://doi.org/10.1021/ol9026182
2010,"(article in Korean), J. Korean Soc. Water Wastewater","Photo-decomposition Characteristics of 2,4,6-Trinitrotoluene in a UV/H2O2 Process","B. G. Kwon, W. Choi, J. Yoon",24 (2010) 775-788,https://doi.org/10.1016/S0043-1354(98)00424-2
2009,Environ. Sci. Technol.,Zero-Valent Aluminum for Oxidative Degradation of Aqueous Organic Pollutants,"A. Bokare, W. Choi",43 (2009) 7130-7135.(2009.9.15),https://doi.org/10.1021/es9013823
2009,J. Phys. Chem. C,TiO2-Nafion Photoelectrode Hybridized with Carbon Nanotubes for Sensitized Photochemical Activity,"J. Park, W. Choi",113 (2009) 20974–20979,https://doi.org/10.1021/jp9011608
2009,Chem. Eur. J.,Fullerol-Titania Charge Transfer Mediated Photocatalysis Working under Visible Light,"Y. Park, N. J. Singh, K. S. Kim, T. Tachikawa, T. Majima, W. Choi",15 (2009) 10843-10850. (2009.10.19),https://doi.org/10.1002/chem.200901704
2009,Appl. Catal. B: Environ.,Photocatalytic Functional Coatings of TiO2 Thin Films on Polymer Substrate by Plasma Enhanced Atomic Layer Deposition,"C.-S. Lee, J. Kim, J. Y. Son, W. Choi, H. Kim",91 (2009) 628-633,https://doi.org/10.1016/j.apcatb.2009.06.037
2009,Appl. Catal. B: Environ.,Carbon-doped TiO2 Photocatalyst Synthesized without Using an External Carbon Precursor and the Visible Light Activity,"Y. Park, W. Kim, H. Park, T. Tachikawa, T. Majima, W. Choi",91 (2009) 355-361. (2009.9.7),https://doi.org/10.1016/j.apcatb.2009.06.001
2009,Appl. Catal. B: Environ.,Highly Enhanced Photocatalytic Degradation of Tetramethylammonium on the Hybrid Catalyst of Titania and MCM-41 Obtained from Rice Husk Silica,"S. Artkla, W. Kim, W. Choi, J. Wittayakun",91 (2009) 157-164. (2009.9.7),https://doi.org/10.1016/j.apcatb.2009.05.019
2009,J. Phys. Chem. C,Photocatalysis of Dye-Sensitized TiO2 Nanoparticles with Thin Overcoat of Al2O3: Enhanced Activity for H2 Production and Dechlorination of CCl4,"W. Kim, T. Tachikawa, T. Majima, W. Choi",113 (2009) 10603-10609,https://doi.org/10.1021/jp9008114
2009,J. Renewable and Sustainable Energy,Visible Light Photocatalytic Properties of Polymorphic Brookite Titania,"B. I. Lee, S. Kaewgun, W. Kim, W. Choi, J. S. Lee, E. Kim",1 (2009) 023101,https://doi.org/10.1063/1.3096606
2009,Environ. Sci. Technol.,Iodide-Mediated Photooxidation of Arsenite under 254 nm Irradiation,"J. Yeo, W. Choi",43 (2009) 3784-3788,https://doi.org/10.1021/es900602n
2009,Environ. Sci. Technol.,Oxidative Degradation of Organic Compounds Using Zero-Valent Iron in the Presence of Natural Organic Matter Serving as an Electron Shuttle,"S.-H. Kang, W. Choi, Response to Comment on",43 (2009) 3966-3967,https://doi.org/10.1021/es900076m
2009,J. Photochem. Photobiol. A: Chem.,Photoactive Component-loaded Nafion Film as a Platform of Hydrogen Generation: Alternative Utilization of a Classical Sensitizing System,"H. Park, Y. Park, E. Bae, W. Choi",203 (2009) 112-118,https://doi.org/10.1016/j.jphotochem.2008.12.025
2009,J. Electrochem. Soc.,Plasma-Enhanced ALD of TiO2 Thin Films on SUS 304 Stainless Steel for Photocatalytic Application,"C.-S. Lee, J. Kim, J. Y. Son, W. J. Maeng, D.-H. Jo, W. Choi, H. Kim",156 (2009) D188-D192,https://doi.org/10.1149/1.3095515
2009,Environ. Sci. Technol.,Oxidative Degradation of Organic Compounds Using Zero-Valent Iron in the Presence of Natural Organic Matter Serving as an Electron Shuttle,"S.-H. Kang, W. Choi",43 (2009) 878-883. (2009.2.1),https://doi.org/10.1021/es900076m
2009,J. Phys. Chem. A,Reductive Defluorination of Aqueous Perfluorinated Alkyl Surfactants: Effects of Ionic Headgroup and Chain Length,"H. Park, C. D. Vecitis, J. Cheng, W. Choi, B. T. Mader, M. R. Hoffmann",113 (2009) 690-696,https://doi.org/10.1021/jp807116q
2009,Environ. Asia,Enhancement of Catalytic Performance of MCM-41 Synthesized with Rice Husk Silica by Addition of Titanium Dioxide for Photodegradation of Alachlor,"S. Artkla, W. Choi, J. Wittayakun",1 (2009) 41-48,https://doi.org/10.14456/ea.2009.7
2008,J. Phys. Chem. C,Effect of the Agglomerated State on the Photocatalytic Hydrogen Production with In Situ Agglomeration of Colloidal TiO2 Nanoparticles,"N. Lakshminarasimhan, W. Kim, W. Choi",112 (2008) 20451-20457. (2008.12.25),https://doi.org/10.1021/jp808541v
2008,Appl. Catal. A,Role of Platinum-like Tungsten Carbide as Cocatalyst of CdS Photocatalyst for Hydrogen Production under Visible Light Irradiation,"J. S. Jang, D. J. Ham, N. Lakshminarasimhan, W. Choi, J. S. Lee",346 (2008) 149-154,https://doi.org/10.1016/j.apcata.2008.05.020
2008,J. Phys. Chem. C,Photocatalytic Hydrogen Production with Visible Light over Pt-Interlinked Hybrid Composites of Cubic-Phase and Hexagonal-Phase CdS,"L. A. Silva, S. Y. Ryu, J. Choi, W. Choi, M. R. Hoffmann",112 (2008) 12069-12073. (2008.8.14),https://doi.org/10.1021/jp8037279
2008,Appl. Catal. B: Environ.,Simultaneous Conversion of Dye and Hexavalent Chromium in Visible Light-Illuminated Aqueous Solution of Polyoxometalate as an Electron Transfer Catalyst,"S. Kim, J. Yeo, W. Choi",84 (2008) 148-155. (2008.10.25),https://doi.org/10.1016/j.apcatb.2008.03.012
2008,J. Mater. Chem.,Effects of the Preparation method of the Ternary CdS/TiO2/Pt Hybrid Photocatalysts on Visible Light-induced Hydrogen Production,"H. Park, W. Choi, M. R. Hoffmann",18 (2008) 2379-2385,https://doi.org/10.1039/b718759a
2008,Chemosphere,Photocatalytic Bacterial Inactivation by Polyoxometalates,"E. Bae, J. W. Lee, B. H. Hwang, J. Yeo, J. Yoon, H. J. Cha, W. Choi",72 (2008) 174-181,https://doi.org/10.1016/j.chemosphere.2008.01.071
2008,Adv. Mater.,Bifunctional Heterogeneous Catalysts for Selective Epoxidation and Visible Light Driven Photolysis: Nickel Oxide-Containing Porous Nanocomposite,"T. W. Kim, S.-J. Hwang, S. H. Jhung, J.-S. Chang, H. Park, W. Choi, J.-H. Choy",20 (2008) 539-542,https://doi.org/10.1002/adma.200701677
2008,Chem. Phys. Lett.,Role of Valency Ordering on the Visible Light Photocatalytic Activity of BaBi3+0.5Bi5+0.5O3,"N. Lakshminarasimhan, Y. Park, W. Choi",452 (2008) 264-268,https://doi.org/10.1016/j.cplett.2007.12.050
2008,J. Phys. Chem. C,Visible Light Photocatalysts Based on Homogeneous and Heterogenized Tin Porphyrins,"W. Kim, J. Park, H. J. Jo, H.-J. Kim, W. Choi",112 (2008) 491-499,https://doi.org/10.1021/jp0747151
2008,J. Phys. Chem. C,Solar-Powered Production of Molecular Hydrogen from Water,"H. Park, C. D. Vecitis, W. Choi, O. Weres, M. R. Hoffmann",112 (2008) 885-889,https://doi.org/10.1021/jp710723p
2008,Chem. Commun.,Synergic Effect of Simultaneous Fluorination and Platinization of TiO2 Surface on Anoxic Photocatalytic Degradation of Organic Compounds,"J. Kim, J. Lee, W. Choi",756-758 (2008),https://doi.org/10.1039/b715868h
2008,Environ. Sci. Technol.,Substrate-Specific Photocatalytic Activities of TiO2 and Multi-Activity Test for Water Treatment Application,"J. Ryu, W. Choi",42 (2008) 294-300,https://doi.org/10.1021/es071470x
2008,J. Ind. Eng. Chem.,Ruthenium Bipyridyl Complex-Sensitized Dechlorination of CCl4 in Aqueous Micellar Solutions under Visible Light,"Y. Cho, Y. Park, W. Choi",14 (2008) 315-321,https://doi.org/10.1016/j.jiec.2008.01.003
2007,Sol. Energy Mater. Sol. Cells,On the I–V Measurement of Dye-sensitized Solar Cell: Effect of Cell Geometry on Photovoltaic Parameters,"J. Park, H.-J. Koo, B. Yoo, K. Yoo, K. Kim, W. Choi, N.-G. Park",91 (2007) 1749-1754,https://doi.org/10.1016/j.solmat.2007.06.002
2007,J. Phys. Chem. C,Enhanced Photocatalytic Production of H2 on Mesoporous TiO2 Prepared by Template-free Method: The Role of Interparticle Charge Transfer,"N. Lakshminarasimhan, E. Bae, W. Choi",111 (2007) 15244-15250,https://doi.org/10.1021/jp0752724
2007,Mater. Res. Bull.,Substitution Effect of Pentavalent Bismuth Ions on the Electronic Structure and Physicochemical Properties of Perovskite-Structured Ba(In0.5Ta0.5−xBix)O3 Semiconductors,"T. W. Kim, S. G. Hur, S.-J. Hwang, H. Park, Y. Park, W. Choi, J.-H. Choy",42 (2007) 1914-1920,https://doi.org/10.1016/j.materresbull.2006.12.010
2007,Environ. Sci. Technol.,Photocatalytic Oxidation of Arsenite on TiO2: Understanding the Controversial Oxidation Mechanism Involving Superoxides and the Effect of Alternative Electron Acceptors,"J. Ryu, W. Choi, Response to Comment on",41 (2007) 6313-6314,https://doi.org/10.1021/es070349n
2007,Environ. Sci. Technol.,Ferrioxalate-Polyoxometalate System as a New Chemical Actinometer,"J. Lee, J. Kim, W. Choi",41 (2007) 5433-5438,https://doi.org/10.1021/es070474z
2007,Environ. Sci. Technol.,Oxidation on Zero-Valent Iron Promoted by Polyoxometalate as an Electron Shuttle,"J. Lee, J. Kim, W. Choi",41 (2007) 3335-3340,https://doi.org/10.1021/es062430g
2007,Chem. Phys. Lett.,Effects of p- and d-Block Metal Co-substitution on the Electronic Structure and Physicochemical Properties of InMO4 (M = Nb and Ta) Semiconductors,"S.T. Lim, T. W. Kim, S. G. Hur, S.-J. Hwang, H. Park, W. Choi, J.-H. Choy",434 (2007) 251-255,https://doi.org/10.1016/j.cplett.2006.12.030
2007,Adv. Functional Mater.,Heterostructured Visible Light Active Photocatalyst of Chromia Nanoparticle Layered Titanate,"T. W. Kim, S. G. Hur, S.-J. Hwang, H. Park, W. Choi, J.-H. Choy",17 (2007) 307-314,https://doi.org/10.1002/adfm.200600022
2007,Chemosphere,Inactivation of Escherichia coli in the electrochemical disinfection process using a Pt anode,"J. Jeong, J. Y. Kim, M. Cho, W. Choi, J. Yoon",67 (2007) 652-659,https://doi.org/10.1016/j.chemosphere.2006.11.035
2007,J. Phys. Chem. C,Chemical Bonding Character and Physicochemical Properties of Mesoporous Zinc Oxide-Layered Titanate Nanocomposites,"T. W. Kim, S.-J. Hwang, Y. Park, W. Choi, J.-H. Choy",111 (2007) 1658-1664,https://doi.org/10.1021/jp0662552
2007,Chem. Lett.,Preparation of Gold and Platinum Nanoparticles Using Visible Light Activated Fe(III)-complex,"J. Lee, J. Ryu, W. Choi",36 (2007) 176-177,https://doi.org/10.1246/cl.2007.176
2007,Appl. Catal. B: Environ.,Effects of Surface Fluorination of TiO2 on Photocatalytic Oxidation of Gaseous Acetaldehyde,"H. Kim, W. Choi",69 (2007) 127-132,https://doi.org/10.1016/j.apcatb.2006.06.011
2007,"(article in Korean), J. Korean Ind. Eng. Chem.",Inconsistent Activities of Titanium Oxide Photocatalysts,"J. Ryu, W. Choi",18 (2007) 371-375,
2006,Environ. Sci. Technol.,Photocatalytic Oxidation of Arsenite on TiO2: Understanding the Controversial Oxidation Mechanism Involving Superoxides and the Effect of Alternative Electron Acceptors,"J. Ryu, W. Choi",40 (2006) 7034-7039,https://doi.org/10.1021/es0612403
2006,Water Res.,Study on Fe(VI) Species as a Disinfectant: Quantitative Evaluation and Modeling for Inactivating Escherichia Coli,"M. Cho, Y. Lee, W. Choi, H. Chung, J. Yoon",40 (2006) 3580-3586,https://doi.org/10.1016/j.watres.2006.05.043
2006,J. Phys. Chem. B,Effect of the Anchoring Group (Carboxylate vs Phosphonate) in Ru-Complex Sensitized TiO2 on Hydrogen Production under Visible Light,"E. Bae, W. Choi",110 (2006) 14792-14799,https://doi.org/10.1021/jp062540+
2006,J. Nanosci. Nanotechnol.,A Composite Photocatalyst of CdS Nanoparticles Deposited on TiO2 Nanosheets,"J. S. Jang, S. H. Choi, H. Park, W. Choi, J. Lee",6 (2006) 3642-3646,https://doi.org/10.1166/jnn.2006.073
2006,J. Phys. Chem. B,The Effect of Anchoring Group in Ru-bipyridyl Sensitizers on the Photoelectrochemical Behavior of Dye-Sensitized TiO2 Electrodes: Carboxylate vs. Phosphonate Linkages,"H. Park, E. Bae, J.-J. Lee, J. Park, W. Choi",110 (2006) 8740-8749,https://doi.org/10.1021/jp060397e
2006,Langmuir,Visible Light Sensitized Production of Hydrogen Using Perfluorosulfonate Polymer-Coated TiO2 Nanoparticles: an Alternative Approach in Sensitizer Anchoring,"H. Park, W. Choi",22 (2006) 2906-2911.*,https://doi.org/10.1021/la0526176
2006,Catalysis Surveys from Asia,Pure and Modified TiO2 Photocatalysts and Their Environmental Applications,W. Choi,10 (2006) 16-28,https://doi.org/10.1007/s10563-006-9000-2
2006,Catalysis Today,Study of Special Cases Where the Enhanced Photocatalytic Activities of Pt/TiO2 Vanish under Low Light Intensity,"H. Park, J. Lee, W. Choi",111 (2006) 259-265,https://doi.org/10.1016/j.cattod.2005.10.035
2006,Limnol. Oceanogr.,Contribution of Phytoplankton and Bacterial Cells to the Measured Alkalinity of Seawater,"H.-C. Kim, K. Lee, W. Choi",51 (2006) 331-338,https://doi.org/10.4319/lo.2006.51.1.0331
2005,J. Phys. Chem. B,Visible Light Active Platinum Ion-Doped TiO2 Photocatalyst,"S. Kim, S.-J. Hwang, W. Choi",109 (2005) 24260-24267,https://doi.org/10.1021/jp055278y
2005,Chem. Lett.,Remote Photocatalytic Oxidation Mediated by Active Oxygen Species Penetrating and Diffusing through Polymer Membrane over Surface Fluorinated TiO2,"J. S. Park, W. Choi",34 (2005) 1630-1631,https://doi.org/10.1246/cl.2005.1630
2005,Environ. Sci. Technol.,"Photocatalytic Degradation of N-Nitrosodimethylamine: Mechanism, Product Distribution, and TiO2 Surface Modification","J. Lee, W. Choi, J. Yoon",39 (2005) 6800-6807,https://doi.org/10.1021/es0481777
2005,J. Phys. Chem. B,"Synthesis of New Visible Light Active Photocatalysts of Ba(In1/3Pb1/3M’1/3)O3 (M’ = Nb, Ta) : A Bandgap Engineering Strategy Based on Electronegativity of Metal Component","S. G. Hur, T. W. Kim, S.-J. Hwang, H. Park, W. Choi, S. J. Kim, J.-H. Choy",109 (2005) 15001-15007,https://doi.org/10.1021/jp0582235
2005,Angew. Chem. Int. Ed.,Photocatalytic Nanodiodes for Visible Light Photocatalysis,"H. G. Kim, P. H. Borse, W. Choi, J. S. Lee",44 (2005) 4585-4589,https://doi.org/10.1002/anie.200500064
2005,Chem. Phys. Lett.,Electron Affinity and Inversion Distortion of Dibenzo-p-dioxin,"J. E. Lee, W. Choi, S. Odde, B. J. Mhin, K. Balasubramanian",410 (2005) 142-146,https://doi.org/10.1016/j.cplett.2005.05.018
2005,Chem. Lett.,A Highly Sensitive Spectrophotometric Method for the Determination of Cr(VI) Concentration,"S.-K. Lee, W. Choi",34 (2005) 816-817,https://doi.org/10.1246/cl.2005.816
2005,J. Phys. Chem. B,Photocatalytic Reactivities of Nafion-Coated TiO2 for the Degradation of Charged Organic Compounds under UV or Visible Light,"H. Park, W. Choi",109 (2005) 11667-11674,https://doi.org/10.1021/jp051222s
2005,J. Appl. Electrochem.,Enhanced Photocatalytic Degradation of Tetramethylammonium on Silica-Loaded Titania,"M. S. Vohra, J. Lee, W. Choi",35 (2005) 757-763,https://doi.org/10.1007/s10800-005-1365-9
2005,Water Sci. Technol.,A Pilot-scale Photocatalyst-Membrane Hybrid Reactor : Performance and Characterization,"J. Ryu, W. Choi, K.-H. Choo",51 (2005) 491-497,https://doi.org/10.2166/wst.2005.0672
2005,J. Phys. Chem. B,Photocatalytic Reactivity of Surface Platinized TiO2: Substrate Specificity and the Effect of Pt Oxidation State,"J. Lee, W. Choi",109 (2005) 7399-7406,https://doi.org/10.1021/jp044425+
2005,Environ. Sci. Technol.,Simultaneous and Synergistic Conversion of Dyes and Heavy Metal Ions in Aqueous TiO2 Suspensions under Visible Light Illumination,"H. Kyung, J. Lee, W. Choi",39 (2005) 2376-2382,https://doi.org/10.1021/es0492788
2005,J. Phys. Chem. B,Visible Light-Induced Photocatalytic Degradation of 4-Chlorophenol and Phenolic Compounds in Aqueous Suspension of Pure Titania: Demonstrating the Existence of Surface Complex-Mediated Path,"S. Kim, W. Choi",109 (2005) 5143-5149,https://doi.org/10.1021/jp045806q
2005,Environ. Sci. Technol.,UV Photolytic Mechanism of N-Nitrosodimethylamine in Water: Dual Pathways to Methylamine versus Dimethylamine,"C. Lee, W. Choi, Y. G. Kim, J. Yoon",39 (2005) 2101-2106,https://doi.org/10.1021/es0488941
2005,Environ. Sci. Technol.,UV Photolytic Mechanism of N-Nitrosodimethylamine in Water: Roles of Dissolved Oxygen and Solution pH,"C. Lee, W. Choi, J. Yoon",39 (2005) 9702-9709,https://doi.org/10.1021/es051235j
2005,Catalysis Today,Photocatalytic Conversion of Benzene to Phenol Using Modified TiO2 and Polyoxometalates,"H. Park, W. Choi",101 (2005) 291-297,https://doi.org/10.1016/j.cattod.2005.03.014
2005,J. Solid State Chem.,Oxygen Nonstoichiometry () of TiO2- - Revisited,"D.-K. Lee, J.-I. Jeon, M.-H. Kim, W. Choi, H.-I. Yoo",178 (2005) 185-193,https://doi.org/10.1016/j.jssc.2004.07.034
2005,Appl. Environ. Microbiol.,Different Inactivation Behaviors of MS-2 Phage and Escherichia coli in TiO2 Photocatalytic Disinfection,"M. Cho, H. Chung, W. Choi, J. Yoon",71 (2005) 270-275,https://doi.org/10.1128/aem.71.1.270-275.2005
2004,Langmuir,Enhanced Remote Photocatalytic Oxidation on Surface Fluorinated TiO2,"J. S. Park, W. Choi",20 (2004) 11523-11527,https://doi.org/10.1021/la048051n
2004,Adv. Mater.,Photocatalysis Using ZnO Thin Films and Nanoneedles Grown by Metal-Organic Chemical Vapor Deposition,"J. L. Yang, S. J. An, W. I. Park, G.-C. Yi, W. Choi",16 (2004) 1661-1664,https://doi.org/10.1002/adma.200306673
2004,J. Phys. Chem. B,Effects of Surface Anchoring Groups (Carboxylate vs Phosphonate) in Ruthenium-Complex Sensitized TiO2 on Visible Light Reactivity in Aqueous Suspensions,"E. Bae, W. Choi, J. Park, H. S. Shin, S. B. Kim, J. S. Lee",108 (2004) 14093-14101,https://doi.org/10.1021/jp047777p
2004,Environ. Sci. Technol.,Effect of Pt Deposits on TiO2 on the Anoxic Photocatalytic Degradation Pathways of Alkylamines in Water: Dealkylation and N-Alkylation,"J. Lee, W. Choi",38 (2004) 4026-4033,https://doi.org/10.1021/es034954b
2004,J. Phys. Chem. B,Comparative Study of Homogeneous and Heterogeneous Photocatalytic Redox Reactions: PW12O403- vs. TiO2,"S. Kim, H. Park, W. Choi",108 (2004) 6402-6411,
2004,Appl. Catal. B: Environ.,Visible Light Activity of TiO2 for the Photoreduction of CCl4 and Cr(VI) in the Presence of Nonionic Surfactant (Brij),"Y. Cho, H. Kyung, W. Choi",52 (2004) 23-32,https://doi.org/10.1016/j.apcatb.2004.03.013
